Path,Class,Total number of words,Word diversity,FFT mean,FFT median,FFT stddev,FFT min,FFT max,FFT histogram bin 1,FFT histogram bin 2,FFT histogram bin 3,FFT histogram bin 4,FFT histogram bin 5,Word length mean,Words of length 1,Words of length 2,Words of length 3,Words of length 4,Words of length 5,Words of length 6,Words of length 7,Words of length 8,Words of length 9,Words of length 10,Words of length 11,Words of length 12,Words of length 13,Words of length 14,Words of length 15,Words of length 16,Word homogeneity mean,Word homogeneity StdDev,Word homogeneity maximum,Word homoganity hist bin 0,Word homoganity hist bin 1,Word homoganity hist bin 2,Word homoganity hist bin 3,Word homoganity hist bin 4,Word homoganity hist bin 5,Word homoganity hist bin 6,Word homoganity hist bin 7,Punctuation characters ratio,Frequency of Period,Frequency of Comma,Frequency of Dash,Frequency of Single Quote,Frequency of Plus,Frequency of Back Slash,Frequency of Foreward Slash,Frequency of Exclaimation,Frequency of Question Mark,Frequency of Open Parenthesis,Frequency of Equal,Frequency of Star Symbol,Frequency of And Symbol,Frequency of Open Curly Brace,Frequency of Square Bracket,Frequency of Semicolon,Frequency of Colon,Use of upper case,Upper case word mean,Quotations number,Quotation length mean,Quotation length stddev,Quotation part of the text,Emoticon :) / :-),Emoticon ;) / ;-),Emoticon :( / :-(,Sentence length mean,Sentence length stddev,Sentence length character mean,Sentence length hist bin 0,Sentence length hist bin 1,Sentence length hist bin 2,Sentence length hist bin 3,Sentence length hist bin 4,Sentence length hist bin 5,Sentence length hist bin 6,Sentence length hist bin 7,Automated readability index,Coleman�Liau index,Emotion circumplex,Emotion circumplex mean,Emotion circumplex stddev,Emotion circumplex hist bin 0,Emotion circumplex hist bin 1,Emotion circumplex hist bin 2,Emotion circumplex hist bin 3,Emotion circumplex hist bin 4,Emotion circumplex hist bin 5,Emotion circumplex hist bin 6,Emotion circumplex hist bin 7,Word repetition span 3,Word repetition span 7,Word repetition span 11,Word repetition span 17,Use of numbers,Number diversity,Mean of numbers,positive words frequency,positive words mean,positive words stddev,positive words min,positive words max,positive words dif,positive words hist bin 0,positive words hist bin 1,positive words hist bin 2,positive words hist bin 3,positive words hist bin 4,positive words hist bin 5,positive words hist bin 6,positive words hist bin 7,negative words frequency,negative words mean,negative words stddev,negative words min,negative words max,negative words dif,negative words hist bin 0,negative words hist bin 1,negative words hist bin 2,negative words hist bin 3,negative words hist bin 4,negative words hist bin 5,negative words hist bin 6,negative words hist bin 7,hapiness words frequency,hapiness words mean,hapiness words stddev,hapiness words min,hapiness words max,hapiness words dif,hapiness words hist bin 0,hapiness words hist bin 1,hapiness words hist bin 2,hapiness words hist bin 3,hapiness words hist bin 4,hapiness words hist bin 5,hapiness words hist bin 6,hapiness words hist bin 7,happy words frequency,adjectives frequency,adverbs frequency,prepositions frequency,pronouns frequency,verbs frequency,verbs that are nouns frequency,sport frequency,math frequency,science frequency,science fields frequency,US states frequency,shapes frequency,school frequency,lanuages frequency,elections frequency,food frequency,money frequency,driving frequency,military frequency,law frequency,countries frequency,emotions frequency,dance frequency,boats frequency,energy frequency,familiy frequency,musical instruments frequency,music frequency,land forms frequency,art frequency,astronomy frequency,colors frequency,animals frequency,dogs frequency,cats frequency,fish frequency,birds frequency,reptiles frequency,insects frequency,cars frequency,car parts frequency,beach frequency,fall frequency,spring frequency,summer frequency,winter frequency,weather frequency,vacation frequency,medical frequency,body frequency,farm frequency,trees frequency,transportation frequency,time frequency,clothing frequency,shoes frequency,hats frequency,buildings frequency,public buildings frequency,birthday frequency,monsters frequency,office frequency,tools frequency,camping frequency,fair frequency,castles and kings and queens frequency,circus frequency,computer frequency,cooking frequency,kitchen frequency,fruits frequency,geography frequency,furnitures frequency,occupation frequency,leaders frequency,house frequency,restaurants frequency,roads frequency,rocks and minerals frequency,weapons frequency,measurements frequency,containers frequency,acquaintances frequency,yard frequency,flowers frequency,acronyms frequency,self frequency,female frequency,male frequency,Soundex diversity,Soundex homogeneity mean,Soundex homogeneity StdDev,Soundex homogeneity maximum,Soundex homoganity hist bin 0,Soundex homoganity hist bin 1,Soundex homoganity hist bin 2,Soundex homoganity hist bin 3,Soundex homoganity hist bin 4
C:\Dev\fp\legitimate\enron_233557.txt,0,162,0.666667,87.5914,0,101.922,0,316.64,0.981481,0.012346,0,0,0.006173,4.22222,0.160494,0.117284,0.148148,0.154321,0.092593,0.135802,0.092593,0.061728,0.030864,0,0.006173,0,0,0,0,0,0.086538,0.030407,0.125,0.615385,0,0,0,0,0,0,0.384615,0.691358,0.104938,0.160494,0.160494,0.006173,0,0,0.012346,0,0.006173,0.049383,0,0,0,0,0,0.08642,0.104938,0.114669,2.66667,0,0,0,0,0,0,0,5.03226,3.58747,31.2258,0.258065,0.354839,0.032258,0.064516,0.129032,0.064516,0.064516,0.032258,0.972796,3.14461,-1,0,0,0,0,0,0,0,0,0,0,0.012346,0.030864,0.067901,0.08642,0.160494,0.138889,38740.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018519,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018519,0.018519,0.012346,0.055556,0.024691,0.030864,0.024691,0.012346,0.006173,0,0,0,0,0,0,0,0.012346,0,0,0.024691,0.006173,0.012346,0,0,0.012346,0,0,0.012346,0.018519,0.012346,0.012346,0.018519,0.006173,0.018519,0,0,0.012346,0.012346,0.006173,0,0,0,0.012346,0,0,0,0.037037,0.012346,0,0.012346,0,0,0.006173,0,0.037037,0,0,0,0.04321,0.030864,0.006173,0,0.030864,0.018519,0,0,0,0,0.012346,0.012346,0.018519,0,0,0.012346,0.024691,0,0.006173,0.049383,0,0,0.006173,0.012346,0,0,0,0.006173,0,0.006173,0,0.006173,0.555556,0.095588,0.031196,0.125,0.470588,0,0,0,0.529412
C:\Dev\fp\legitimate\ling_10063.txt,0,42,0.928571,29.5099,16,47.3651,0,247.973,0.97619,0,0,0,0.02381,5.38095,0.02381,0.071429,0.047619,0.238095,0.142857,0.238095,0.071429,0.095238,0.02381,0.02381,0.02381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238095,0.142857,0.02381,0.02381,0.02381,0,0,0,0,0.02381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.66667,5.34374,48,0.166667,0.333333,0.333333,0,0,0,0,0.166667,7.24762,11.4,-1,0,0,0,0,0,0,0,0,0,0,0.047619,0.047619,0.047619,0.047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071429,0.071429,0,0.047619,0.166667,0.071429,0.047619,0.02381,0,0,0,0,0.047619,0.02381,0.095238,0,0,0,0.02381,0,0,0,0,0.02381,0.02381,0,0.02381,0.02381,0.02381,0.02381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02381,0.02381,0,0,0,0.02381,0,0.02381,0,0,0,0,0,0.047619,0,0,0,0,0.02381,0,0,0,0,0,0,0,0,0,0.02381,0,0,0.047619,0,0,0,0.928571,0,0,0,0,0,0,0,0
C:\Dev\fp\legitimate\enron_276034.txt,0,24,1,13.4277,12,21.0249,0,91.9356,0.916667,0.041667,0,0,0.041667,4.125,0,0.208333,0.333333,0.166667,0.041667,0.125,0,0.041667,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291667,0.083333,0.125,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051095,2,0,0,0,0,0,0,0,6,3.53553,34.25,0.25,0.25,0,0,0,0,0,0.5,0.99875,3.52167,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208333,0.208333,1389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.041667,0.041667,0.125,0.083333,0.041667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041667,0.041667,0,0,0.875,0,0,0,0,0,0,0,0
C:\Dev\fp\legitimate\enron_257311.txt,0,156,0.641026,71.585,1,93.0024,1,303.66,0.99359,0,0,0,0.00641,4.02564,0.051282,0.307692,0.198718,0.121795,0.096154,0.051282,0.089744,0.00641,0.038462,0.025641,0,0,0,0,0,0.012821,0.116667,0.028868,0.133333,0.25,0,0,0,0,0,0,0.75,0.403846,0.051282,0.019231,0.121795,0,0,0,0.083333,0,0,0.025641,0,0,0.012821,0,0,0,0.089744,0.115165,2.73333,0,0,0,0,0,0,0,5.34483,4.3808,30.2414,0.275862,0.275862,0.206897,0,0.137931,0,0.034483,0.068966,0.203183,2.3327,-1,0,0,0,0,0,0,0,0,0,0,0.012821,0.019231,0.089744,0.096154,0.198718,0.17,3802.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012821,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00641,0.012821,0.00641,0.070513,0.057692,0.025641,0.019231,0.019231,0,0,0,0.00641,0,0,0,0,0,0,0,0.025641,0.012821,0.00641,0,0,0.012821,0,0,0,0,0,0,0.00641,0,0.00641,0,0,0,0,0,0,0,0,0,0,0.00641,0,0,0,0.00641,0,0.019231,0,0,0,0.032051,0,0,0,0.019231,0.019231,0,0,0.032051,0,0,0,0,0,0,0.00641,0.00641,0,0.00641,0.019231,0.019231,0,0,0.032051,0.00641,0,0,0,0.00641,0.019231,0,0,0.019231,0.032051,0,0.00641,0.519231,0.143333,0.085049,0.466667,0.9,0,0.05,0,0.05
C:\Dev\fp\legitimate\ling_2743.txt,0,688,0.611919,243.291,0,417.396,0,1373.54,0.99564,0.002907,0,0,0.001453,6.55959,0.02907,0.040698,0.090116,0.122093,0.127907,0.110465,0.100291,0.109012,0.075581,0.079942,0.078488,0.014535,0.015988,0.001453,0.001453,0.002907,0.03733,0.015114,0.073529,0.115385,0,0.461538,0,0.25,0.115385,0,0.057692,0.296512,0.068314,0.097384,0.05814,0,0,0,0.007267,0,0,0.037791,0,0,0,0,0.002907,0.015988,0.008721,0,0,0,0,0,0,0,0,0,14.9348,10.2181,121.065,0.26087,0.152174,0.347826,0.065217,0.065217,0.065217,0.021739,0.021739,16.9331,20.7885,318.2,0,0,0,0,0,0,0,0,0,0,0.013081,0.040698,0.077035,0.113372,0.087209,0.087886,0,0.020349,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069767,0.039244,0.034884,0.023256,0.072674,0.056686,0.010174,0.017442,0.00436,0.010174,0.00436,0,0.021802,0,0.005814,0,0.001453,0.001453,0.00436,0.020349,0.001453,0.00436,0.00436,0,0.013081,0.005814,0,0.007267,0.010174,0.015988,0.011628,0.001453,0.00436,0.002907,0,0,0,0,0.005814,0.001453,0,0,0,0.00436,0.001453,0.001453,0,0.001453,0.005814,0.001453,0,0.005814,0.002907,0.013081,0.001453,0.008721,0,0.023256,0.013081,0.008721,0.001453,0.023256,0,0.007267,0.00436,0,0,0.034884,0.002907,0.011628,0,0.013081,0.014535,0.002907,0.001453,0.010174,0.001453,0.002907,0.001453,0.00436,0.001453,0.005814,0.007267,0,0.005814,0.015988,0.001453,0,0,0.468023,0.038807,0.01556,0.102941,0.555556,0.291667,0.083333,0.055556,0.013889
C:\Dev\fp\legitimate\ling_6491.txt,0,222,0.612613,106.146,0,150.834,0,439.462,0.995495,0,0,0,0.004505,5.36036,0.027027,0.27027,0.103604,0.058559,0.108108,0.063063,0.058559,0.112613,0.045045,0.09009,0.04955,0.009009,0.004505,0,0,0,0.07754,0.025923,0.136364,0.352941,0,0,0,0.588235,0,0,0.058824,0.306306,0.018018,0.031532,0.045045,0,0,0,0.009009,0,0,0.099099,0,0,0.013514,0,0,0,0.09009,0,0,16,61.75,8.62228,0.312658,0,0,0,73.3333,51.149,526.667,0.333333,0,0,0,0,0,0,0.666667,40.484,15.3153,-1,0,0,0,0,0,0,0,0,0,0,0.018018,0.054054,0.067568,0.121622,0.153153,0.080882,19.3235,0.004505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022523,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022523,0.040541,0,0.085586,0.004505,0.004505,0.018018,0.009009,0,0,0.004505,0.013514,0,0.027027,0.018018,0.004505,0.027027,0,0.009009,0.013514,0.013514,0.013514,0.004505,0.004505,0,0,0.004505,0,0.004505,0,0,0.013514,0,0.009009,0.004505,0,0,0,0,0.004505,0.009009,0.004505,0,0,0.009009,0.009009,0,0,0.009009,0,0,0,0,0.009009,0,0.009009,0,0,0.063063,0.063063,0.004505,0,0.018018,0,0,0,0,0,0.009009,0,0.018018,0,0.009009,0.018018,0,0,0,0.031532,0,0,0,0,0,0.004505,0,0.004505,0,0.004505,0,0,0.527027,0.10303,0.051068,0.272727,0.133333,0.666667,0.133333,0,0.066667
C:\Dev\fp\legitimate\enron_407106.txt,0,219,0.716895,88.9517,1,127.411,0,425.045,0.990868,0.004566,0,0,0.004566,4.47489,0.082192,0.173516,0.123288,0.255708,0.091324,0.073059,0.073059,0.050228,0.013699,0.022831,0.022831,0.004566,0.004566,0.009132,0,0,0.099206,0.036153,0.142857,0.25,0,0,0,0.416667,0,0,0.333333,0.365297,0.164384,0.045662,0.059361,0.027397,0,0,0,0,0.009132,0.009132,0,0,0.004566,0,0.009132,0,0.03653,0.05721,2.8,0,0,0,0,0,0,0,5.86486,3.9123,34.4865,0.216216,0.216216,0.162162,0.162162,0.108108,0.054054,0.054054,0.027027,2.57915,5.46532,188.7,0,0,0,0,0,0,0,0,0,0,0.018265,0.063927,0.077626,0.136986,0.022831,0.031847,814.4,0.022831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050228,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041096,0.109589,0.063927,0.141553,0.091324,0.041096,0.041096,0.031963,0.004566,0,0,0.009132,0,0.013699,0,0.004566,0.013699,0,0.013699,0.018265,0.004566,0.031963,0,0.004566,0.013699,0.013699,0.013699,0.013699,0.022831,0.018265,0.022831,0.022831,0.004566,0.009132,0,0,0,0.004566,0.004566,0,0.004566,0.004566,0.013699,0,0,0,0.022831,0.022831,0.004566,0.013699,0.004566,0.009132,0.009132,0.004566,0.018265,0.009132,0,0,0.027397,0.018265,0,0,0.004566,0.022831,0.009132,0.004566,0.004566,0.004566,0.022831,0.013699,0.013699,0.004566,0.027397,0,0.004566,0,0.009132,0.041096,0.018265,0,0.004566,0.013699,0,0.022831,0.009132,0.004566,0.018265,0.050228,0,0.004566,0.616438,0.089636,0.042849,0.190476,0.411765,0.352941,0,0.176471,0.058824
C:\Dev\fp\legitimate\enron_14766.txt,0,33,0.939394,18.7956,0,32.5959,0,165.451,0.939394,0.030303,0,0,0.030303,4.09091,0.121212,0.090909,0.30303,0.212121,0.090909,0.030303,0.090909,0,0.030303,0,0,0,0,0,0,0.030303,0,0,0,0,0,0,0,0,0,0,0,0.272727,0.030303,0.060606,0.090909,0.030303,0,0,0,0.030303,0,0,0,0,0,0,0,0,0.030303,0.126984,2.6,0,0,0,0,0,0,0,5.16667,4.0586,31.5,0.5,0.166667,0.166667,0,0,0,0,0.166667,0.421515,2.52551,-1,0,0,0,0,0,0,0,0,0,0,0,0.030303,0.060606,0.030303,0.151515,0.16129,7334.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030303,0.060606,0.060606,0.060606,0.030303,0.060606,0,0,0,0,0,0,0,0,0,0,0,0.030303,0.030303,0.030303,0,0,0,0,0,0,0,0,0,0.030303,0,0,0.030303,0,0,0.030303,0,0,0,0,0.060606,0,0,0,0,0,0,0.030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030303,0,0,0,0,0,0,0,0,0,0,0.030303,0,0,0,0.060606,0.030303,0,0,0,0,0,0.030303,0,0.030303,0.060606,0,0,0.909091,0,0,0,0,0,0,0,0
C:\Dev\fp\legitimate\ling_1811.txt,0,613,0.597064,267.873,300.433,375.374,0,1220.24,0.964111,0,0,0,0.035889,6.12072,0.060359,0.052202,0.078303,0.109299,0.151713,0.130506,0.112561,0.112561,0.060359,0.042414,0.03752,0.02447,0.013051,0.009788,0.004894,0,0.044709,0.028686,0.147541,0.181818,0.681818,0,0.068182,0.022727,0,0,0.045455,0.445351,0.071778,0.060359,0.011419,0.011419,0,0,0.004894,0.003263,0.009788,0.035889,0,0.230016,0,0,0,0.001631,0.004894,0,0,2,2,0,0.000408,0,0,0,12.9787,8.87859,104.383,0.234043,0.234043,0.212766,0.12766,0.06383,0.085106,0.021277,0.021277,13.8879,17.9092,98,0,0,0,0,0,0,0,0,0,0,0.016313,0.092985,0.140294,0.225122,0.026101,0.035519,0,0.03752,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011419,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092985,0.065253,0.030995,0.022838,0.083197,0.065253,0.02447,0.026101,0.014682,0.009788,0.001631,0.009788,0.029364,0.001631,0.021207,0.009788,0.004894,0.011419,0.003263,0.001631,0.001631,0.006525,0,0.009788,0.003263,0.014682,0.009788,0.016313,0.016313,0.017945,0.030995,0.014682,0.026101,0.004894,0,0,0.014682,0.013051,0,0,0.003263,0.011419,0,0.004894,0,0.019576,0.009788,0,0.021207,0.009788,0.001631,0.014682,0.001631,0.014682,0.011419,0,0,0.011419,0.008157,0.004894,0.001631,0.016313,0.011419,0.001631,0,0.004894,0.001631,0.017945,0.009788,0.009788,0,0.011419,0.001631,0.004894,0.009788,0.003263,0,0.003263,0,0,0.009788,0,0.022838,0,0,0.016313,0.008157,0.009788,0.021207,0.50571,0.044579,0.027424,0.147541,0.561404,0.350877,0.017544,0.035088,0.035088
C:\Dev\fp\legitimate\ling_1407.txt,0,95,0.821053,52.4112,0,66.9239,0,250.826,0.978947,0.010526,0,0,0.010526,6.32632,0.126316,0.042105,0.052632,0.084211,0.094737,0.105263,0.126316,0.126316,0.063158,0.073684,0.052632,0.021053,0,0.010526,0,0.021053,0.148148,0.052378,0.222222,0,0,0,0,0,0,0,0,0.336842,0.147368,0.094737,0.031579,0.010526,0,0,0,0,0,0.042105,0,0,0,0,0,0,0.010526,0,0,0,0,0,0,0,0,0,9,6.18062,75.9,0.3,0.2,0.2,0.1,0,0.1,0,0.1,12.8669,18.1098,-1,0,0,0,0,0,0,0,0,0,0,0.010526,0.010526,0.010526,0.010526,0.168421,0.128205,265.125,0.010526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010526,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010526,0.031579,0,0.021053,0.010526,0.042105,0.031579,0.021053,0.052632,0.021053,0.010526,0,0,0.042105,0.021053,0,0,0.010526,0.031579,0.042105,0.010526,0,0,0,0.010526,0,0,0.021053,0.010526,0.010526,0.010526,0.010526,0,0.010526,0,0,0,0,0,0.010526,0,0.010526,0.010526,0.010526,0.010526,0,0.010526,0.010526,0,0.010526,0,0.010526,0.010526,0.021053,0,0.021053,0,0,0.073684,0.063158,0.010526,0,0.021053,0.021053,0,0,0,0,0.031579,0.021053,0.010526,0,0.021053,0,0.010526,0.010526,0,0,0,0,0,0.021053,0.010526,0.010526,0,0,0,0,0,0,0.726316,0.194444,0.092128,0.333333,0,0,0,0,0
C:\Dev\fp\legitimate\ling_11338.txt,0,1106,0.564195,611.826,0,795.781,0,2210.97,0.857143,0,0,0,0.142857,6.10217,0.129295,0.059675,0.108499,0.108499,0.061483,0.107595,0.089512,0.094937,0.0434,0.063291,0.037071,0.039783,0.015371,0.007233,0.004521,0.029837,0.026558,0.017728,0.127273,0.550562,0.314607,0.044944,0.044944,0.033708,0,0,0.011236,0.389693,0.109403,0.057866,0.040687,0.001808,0.001808,0,0.015371,0,0,0.042495,0,0.008137,0,0,0,0,0.112116,0,0,4,24.5,1.76777,0.005563,0,0,0,12.8675,15.3126,106.12,0.650602,0.084337,0.144578,0.024096,0.060241,0.012048,0.012048,0.012048,13.745,17.7804,-1,0,0,0,0,0,0,0,0,0,0,0.013562,0.062387,0.103074,0.152803,0.087703,0.049679,0,0.003617,0.003168,0.005725,0,0.018018,0.018018,0.736264,0,0,0,0.175824,0,0,0.087912,0.000904,0.00099,0.002818,0,0.009009,0.009009,0.89011,0,0,0,0,0,0,0.10989,0.001808,0.00198,0.003731,0,0.009009,0.009009,0.78022,0,0,0,0,0,0,0.21978,0,0.01085,0,0.006329,0.000904,0.028933,0.026221,0.030741,0.004521,0.005425,0.002712,0,0.001808,0.020796,0.008137,0.000904,0.001808,0.002712,0.006329,0.040687,0.003617,0.001808,0.000904,0,0.002712,0.004521,0.000904,0.006329,0.022604,0.004521,0.012658,0.004521,0,0.008137,0.007233,0,0,0.020796,0.000904,0,0.000904,0.003617,0.002712,0.000904,0,0,0.003617,0.002712,0.002712,0.006329,0.001808,0,0,0.002712,0.000904,0.002712,0.000904,0,0.018083,0.007233,0.000904,0,0.018083,0.002712,0.000904,0.001808,0.000904,0.004521,0.024412,0.022604,0.019892,0,0.003617,0.002712,0.003617,0.003617,0,0.002712,0.002712,0,0.002712,0.004521,0.000904,0.001808,0,0,0.034358,0,0,0.001808,0.412297,0.026136,0.018509,0.136364,0.785714,0.142857,0.0625,0,0.008929
C:\Dev\fp\legitimate\enron_149082.txt,0,999,0.439439,286.458,0,579.28,0,1983.89,0.965966,0,0,0,0.034034,4.88088,0.059059,0.181181,0.174174,0.139139,0.092092,0.078078,0.083083,0.054054,0.055055,0.04004,0.02002,0.004004,0.01001,0.008008,0.001001,0.001001,0.027639,0.016393,0.090909,0.175824,0.593407,0,0.164835,0.021978,0.021978,0,0.021978,0.257257,0.036036,0.043043,0.083083,0.017017,0,0,0.043043,0,0,0.012012,0,0,0,0,0,0.001001,0.022022,0.053846,2.77778,10,151.2,155.431,0.121154,0,0,0,7.67442,4.3154,48.3721,0.170543,0.124031,0.155039,0.031008,0.116279,0.139535,0.178295,0.085271,5.39616,9.04261,-1,0,0,0,0,0,0,0,0,0,0,0.011011,0.04004,0.081081,0.136136,0.046046,0.066059,2970.26,0.02002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046046,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039039,0.072072,0.025025,0.134134,0.061061,0.064064,0.039039,0.02002,0.013013,0.014014,0,0.005005,0.001001,0.001001,0,0.009009,0,0.01001,0.012012,0.009009,0.01001,0.029029,0.005005,0.001001,0.018018,0.056056,0.002002,0.019019,0.018018,0.017017,0.017017,0.023023,0,0.006006,0.002002,0,0.003003,0.001001,0,0.001001,0.006006,0.023023,0.016016,0,0,0.001001,0.017017,0.015015,0,0.022022,0.002002,0.001001,0.001001,0.007007,0.029029,0.004004,0.001001,0,0.032032,0.014014,0.003003,0.001001,0.038038,0.017017,0.002002,0.001001,0.001001,0,0.009009,0.018018,0.016016,0.002002,0.008008,0.002002,0.008008,0.008008,0.004004,0.054054,0.003003,0.003003,0.001001,0.016016,0.001001,0.001001,0.008008,0.002002,0.019019,0.027027,0,0.005005,0.314314,0.027456,0.016799,0.090909,0.609091,0.281818,0.027273,0.054545,0.027273
C:\Dev\fp\legitimate\enron_285652.txt,0,337,0.560831,168.842,0,222.25,0,671.446,0.919881,0,0,0,0.080119,4.65579,0.050445,0.228487,0.192878,0.130564,0.074184,0.074184,0.074184,0.038576,0.062315,0.035608,0.017804,0.005935,0.002967,0,0.008902,0.002967,0.072727,0.030903,0.151515,0.166667,0,0.466667,0,0.2,0,0.133333,0.033333,0.287834,0.145401,0.035608,0.029674,0.005935,0,0,0.008902,0,0,0.017804,0,0,0.002967,0,0,0.011869,0.029674,0.06962,2.45161,4,19.5,1.06066,0.018987,0,0,0,4.55714,4.12184,29.3429,0.485714,0.114286,0.142857,0.028571,0.085714,0.042857,0.057143,0.042857,2.77732,5.08073,-1,0,0,0,0,0,0,0,0,0,0,0.050445,0.10089,0.118694,0.160237,0.074184,0.10582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032641,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017804,0.053412,0.017804,0.109792,0.083086,0.065282,0.029674,0.005935,0,0,0,0,0,0.011869,0,0,0.005935,0.008902,0,0.008902,0.023739,0.035608,0,0,0,0.002967,0.005935,0,0.002967,0.002967,0.005935,0,0,0.002967,0.002967,0,0,0.002967,0.002967,0,0,0,0,0,0.008902,0,0,0,0,0,0.005935,0,0,0,0.017804,0,0,0,0,0.002967,0.002967,0,0.029674,0,0,0,0.002967,0,0.017804,0.005935,0.002967,0,0,0.002967,0.011869,0.002967,0,0.035608,0,0,0,0.002967,0.002967,0.002967,0,0,0.020772,0.014837,0,0.002967,0.442136,0.073485,0.034476,0.151515,0.2,0.425,0.2,0.1,0.075
C:\Dev\fp\legitimate\ling_8161.txt,0,187,0.631016,114.944,70.8491,134.998,0,371.353,0.898396,0,0,0,0.101604,4.81818,0.160428,0.128342,0.160428,0.106952,0.069519,0.053476,0.101604,0.090909,0.042781,0.026738,0.010695,0.02139,0.016043,0.010695,0,0,0.145299,0.124299,0.555556,0.692308,0.230769,0,0,0,0,0,0.076923,0.534759,0.032086,0.064171,0.390374,0,0,0,0.010695,0,0,0,0,0,0.016043,0,0,0,0.02139,0,0,0,0,0,0,0,0,0,31,43.9469,234.333,0.5,0.333333,0,0,0,0,0,0.166667,16.7636,11.5761,-1,0,0,0,0,0,0,0,0,0,0,0.251337,0.395722,0.481283,0.700535,0.080214,0.101695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048128,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032086,0.037433,0.026738,0.106952,0.016043,0.074866,0.048128,0.005348,0.005348,0,0,0,0,0,0,0.005348,0,0.005348,0.02139,0.005348,0.02139,0.048128,0,0,0,0.005348,0.005348,0,0,0,0,0,0,0.005348,0,0,0,0,0,0,0,0,0,0.010695,0.005348,0.005348,0,0,0.010695,0,0,0,0,0.005348,0.026738,0,0.005348,0,0.005348,0.016043,0,0,0.005348,0,0,0,0,0.005348,0.032086,0,0,0,0,0.005348,0.005348,0.005348,0,0.016043,0,0,0.005348,0.005348,0,0.005348,0,0,0.005348,0.096257,0,0,0.561497,0.162698,0.117784,0.555556,0.5,0.428571,0,0,0.071429
